DeliveryEntity,ReportingDate,AccruedFeesAmountDebitCreditIndicator,AccruedFeesAmountReportingAmount,AccruedFeesAmountReportingCurrency,AccruedFeesAmountTransactionAmount,AccruedFeesAmountTransactionCurrency,AlternativeLocalReferenceIdentifier,ApprovedLossGivenDefaultRatingDate,ArrangementParticipationType,BaselIIProductType,BookType,BorrowingBaseReportingAmount,BorrowingBaseReportingCurrency,BorrowingBaseTransactionAmount,BorrowingBaseTransactionCurrency,BusinessSegment,ContractStatus,ContractStatusDate,CreditAgreement,CreditAssessmentForDrawDownUnderUnadvisedCreditLimitIndicator,CreditConversionFactor,CreditLimitReportingAmount,CreditLimitReportingCurrency,CreditLimitTransactionAmount,CreditLimitTransactionCurrency,CreditProductProgramSegment,Default,DefaultDate,DefaultEndDate,DownturnLossGivenDefault,EADAmountBeforeApplicationOfConservatismReportingAmount,EADAmountBeforeApplicationOfConservatismReportingCurrency,EADAmountBeforeApplicationOfConservatismTransactionAmount,EADAmountBeforeApplicationOfConservatismTransactionCurrency,EADModelCode,ELBEPercentageBeforeApplicationOfConservatism,ExemptionFromAdvancedInternalRatingBasedApproach,ExposureAtDefaultReportingAmount,ExposureAtDefaultReportingCurrency,FacilityType,Forborne,ForborneDate,GlobalFacilityIdentifier,HighQualityIndicator,Ifrs9RiskStage,IncomeProducingRealEstateFinance,InfrastructuralSupportingFactor,InsuredFlag,LandAcquisitionDevelopmentAndConstructionExposureFinance,LGDMarginOfConservatism,LGDModelCode,LGDPercentageBeforeConservatism,LGDType,LoanLossAllowanceRcoa,LoanLossAllowanceReportingAmount,LoanLossAllowanceReportingCurrency,LoanLossAllowanceTransactionAmount,LoanLossAllowanceTransactionCurrency,LocalFacilityIdentifier,LocalReferenceIdentifier,LossGivenDefaultClass,MaturityDate,NonperformingEndDate,NonperformingStartDate,ParentCreditFacility,ParentCreditFacilitySourceSystemIdentifier,PDMarginOfConservatism,PDModelCode,PDPercentageBeforeConservatism,PensionerFlag,PerformingIndicator,PlNplIndicator,ProbabilityOfDefault,ProductProgram,ProjectFinancePhaseIndicator,ReportingEntity,Revolving,RiskWeightedExposureApproach,SourceSystemIdentifier,SpecialisedLendingType,ThroughTheCycleLossGivenDefault,TradeDate,TypeOfCommitment,UnadvisedCreditLimitReportingAmount,UnadvisedCreditLimitReportingCurrency,UnadvisedCreditLimitTransactionAmount,UnadvisedCreditLimitTransactionCurrency,UndrawnRcoa,UndrawnReportingAmount,UndrawnReportingCurrency,UndrawnTransactionAmount,UndrawnTransactionCurrency
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,USD,2440,ACTIVE,null,N,null,null,213174.57,EUR,221999.03,USD,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00394771750350,null,null,2026-10-06,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-06,Y,0,EUR,0,EUR,75071010,0,EUR,0,USD
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,USD,2440,ACTIVE,null,N,null,null,960245.82,EUR,999995.65,USD,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00394775760350,null,null,2025-10-06,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-05,Y,0,EUR,0,EUR,75071010,0,EUR,0,USD
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,100000,EUR,100000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395207980350,null,null,2025-01-02,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-12,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,100000,EUR,100000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395208680350,null,null,2026-01-02,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-12,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,100000,EUR,100000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395212110350,null,null,2027-01-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-12,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,100000,EUR,100000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395213020350,null,null,2028-01-03,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-12,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,32000000,EUR,32000000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395285290053,null,null,2028-10-13,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-10-13,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,250000,EUR,250000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395308550053,null,null,2028-10-09,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-10-11,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,234243.43,EUR,234243.43,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395315550234,null,null,2026-12-31,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-11,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,50000000,EUR,50000000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395388460053,null,null,2028-10-16,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-10-16,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,50000000,EUR,50000000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395388600053,null,null,2026-10-16,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-10-16,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,111500,EUR,111500,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395638880350,null,null,2025-10-20,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-18,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,35000000,EUR,35000000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395813770053,null,null,2028-09-20,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-10-20,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,300000,EUR,300000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395846620350,null,null,2026-10-20,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-20,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,300000,EUR,300000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00395846750350,null,null,2027-10-20,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-20,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,35000000,EUR,35000000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00396025110053,null,null,2028-09-25,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-10-24,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,20000000,EUR,20000000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00396256720053,null,null,2028-09-26,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-10-26,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,40000,EUR,40000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00396259180350,null,null,2025-04-28,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-26,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,300000,EUR,300000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00396398860053,null,null,2026-04-09,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-10-25,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,51000,EUR,51000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00396502950350,null,null,2026-12-30,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-10-30,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,20000000,EUR,20000000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00396574800053,null,null,2026-10-30,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-10-31,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,600000,EUR,600000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00396728080350,null,null,2026-02-02,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-01,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,20281.3,EUR,20281.3,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00397242400234,null,null,2028-01-06,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-06,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,100000,EUR,100000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00397691660350,null,null,2025-11-14,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-14,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,20000000,EUR,20000000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00397785300053,null,null,2028-11-15,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-11-15,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,20000000,EUR,20000000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00397785330053,null,null,2026-11-16,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-11-15,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,4000000,EUR,4000000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00397809550350,null,null,2025-02-17,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-15,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,320000,EUR,320000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00398133530053,null,null,2026-11-17,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-11-17,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,700000,EUR,700000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00398270280053,null,null,2026-11-13,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-11-17,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,10000,EUR,10000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00398294530350,null,null,2025-11-21,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-21,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,300000,EUR,300000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00398529200053,null,null,2026-10-27,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,425102,N,null,AAB.SYS.1861,null,null,2023-11-21,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,80000,EUR,80000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00398833820350,null,null,2025-11-28,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-28,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,2440,ACTIVE,null,N,null,null,500000,EUR,500000,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00398964480350,null,null,2025-04-29,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-29,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,EUR,6010,ACTIVE,null,N,null,null,355588,EUR,355588,EUR,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399151450344,null,null,2028-10-30,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525107,N,null,AAB.SYS.1861,null,null,2023-11-29,Y,0,EUR,0,EUR,75071010,0,EUR,0,EUR
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,320.78,EUR,1217.58,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399335770296,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-12-01,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,0.92,EUR,3.49,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399335780296,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-12-01,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,0.02,EUR,0.08,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399335790184,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-30,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,0.01,EUR,0.04,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399335810296,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-12-01,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,122841.14,EUR,466267.44,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399336050296,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-12-01,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,178682.58,EUR,678224.48,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399336080172,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-30,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,9592.74,EUR,36411.11,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399336100173,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-30,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,24334.25,EUR,92365.38,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399337870181,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-30,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,220.8,EUR,838.09,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399350200159,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-30,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,217.85,EUR,826.89,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399350210296,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-12-01,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,22452.69,EUR,85223.55,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399350220296,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-12-01,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,3576.22,EUR,13574.24,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399350230188,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-30,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,159424.79,EUR,605127.79,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399350240296,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-12-01,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,487327246.74,EUR,1849745334.48,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399350250413,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-30,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
FBS,2024-12-31,null,null,null,null,null,null,null,null,156,null,0,EUR,0,ILS,2440,ACTIVE,null,N,null,null,528360.31,EUR,2005494.31,ILS,null,N,null,null,0,null,null,null,null,null,null,null,null,null,CF,N,null,null,null,null,null,null,null,N,null,null,null,null,null,0,EUR,0,EUR,FRX00399350260413,null,null,2023-12-04,null,null,null,null,null,null,null,null,PERF,NPL,null,null,null,525135,N,null,AAB.SYS.1861,null,null,2023-11-30,Y,0,EUR,0,EUR,75071010,0,EUR,0,ILS
