LB_RATING_ID,DATA_TYPE,STATEMENT_TYPE,FITCH_ID,DATE_BALANCE,CURRENT_FINANCIAL_DATA_ID,CURRENCY_ISO,BALANCE_UNIT,CONSOL_DEGREE,ACC_METHOD,TOTAL_ASSETS,TOTAL_ASSETS_PREV_YEAR,CURRENT_EQUITY,EQUITY_PREV_YEAR,ALLOC_CREDIT,PROV_CREDIT,GENERAL_ADMIN_EFFORT,NET_INTEREST_YIELD,OTHER_OPERATING_INCOME,ANNUAL_NET_PROFIT,FX_RATE_EUR_LBR,FX_RATE_EUR_LBR_DATE,FX_RATE_EUR_ANALYST,CUSTOMER_DEPOSITS,TOTAL_ASSETS_2YEARS_AGO,DEACTIVATE_LTD,COM_DEACTIVATE_LTD,NET_PROFIT_PREV,NET_PROFIT_2_AGO,CPI,BALANCE_SHEET_MODIFIED,INCOME_STATEMENT_MODIFIED
666100_101003,2,ORIGINAL_IMPORT,1501757,2023-12-31T00:00:00Z,1501757#10844664#C,SAR,Million,Fully consolidated,IFRS,11.25969815902,10.25080414109,1.81202450351,1.7472679497,6.59594357721,0.16266127479,0.21529842939,0.22090571427,0.10514432302,0.05326920636,0.241605127827233,2023-12-31T00:00:00Z,0.24161,7.75703860659,9.13033390033,0,null,0.03165380932,0.02681001204,124.1,0,0
666100_101004,2,ORIGINAL_IMPORT,111533,2023-12-31T00:00:00Z,111533#10821960#C,GBP,Million,Fully consolidated,IFRS,810.6790634,827.26582666,28.2596561,27.69573152,87.05773102,1.25470336,5.92985724,2.48057622,5.78455152,1.9893045,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,257.10002002,688.02373742,0,null,-0.45898156,1.20626812,124.1,0,0
666100_101006,2,ORIGINAL_IMPORT,1008149,2023-12-31T00:00:00Z,1008149#10823688#C,MYR,Million,Fully consolidated,IFRS,19.202492608,18.76769099,2.428251982,2.298704722,9.144873194,0.16109606,0.366143542,0.329724396,0.419027218,0.283623712,0.19717565590481936,2023-12-31T00:00:00Z,0.19718,14.183689786,17.667801232,0,null,0.182450654,0.079424104,124.1,0,0
666100_101007,2,ORIGINAL_IMPORT,111500,2023-12-31T00:00:00Z,111500#10822371#C,HKD,Million,Fully consolidated,IFRS,1217.20555656,1182.13396056,101.15016912,100.1989296,412.33624992,4.50383976,12.75038856,15.19282296,15.94920096,11.30532984,0.1159242203371656,2023-12-31T00:00:00Z,0.11592,725.78103192,1148.00131656,0,null,9.35370072,8.40976416,124.1,0,0
666100_101008,2,ORIGINAL_IMPORT,107969,2023-12-31T00:00:00Z,107969#10837584#C,EUR,Million,Fully consolidated,IFRS,10.2824,9.9,3.5128,3.4483,4.8837,0.2544,0.1777,0.2559,-0.0047,0.0649,1,2023-12-31T00:00:00Z,1,null,9.3033,0,null,0.001,0.4906,124.1,0,0
666100_101009,2,ORIGINAL_IMPORT,111718,2023-12-31T00:00:00Z,111718#10822373#C,HKD,Million,Fully consolidated,IFRS,196.14753648,214.96738032,19.49588928,18.54696816,99.73826352,1.58033736,1.69567776,3.77296416,0.98230608,2.06778096,0.1159242203371656,2023-12-31T00:00:00Z,0.11592,136.85642712,210.9958452,0,null,1.30665024,1.61662032,124.1,0,0
666100_101010,2,ORIGINAL_IMPORT,111778,2023-12-31T00:00:00Z,111778#10822374#C,EUR,Million,Fully consolidated,IFRS,7.660919,7.336646,0.543033,0.473245,3.083843,0.045478,0.102846,0.195812,0.036448,0.086756,1,2023-12-31T00:00:00Z,1,6.14152,7.174805,0,null,0.036182,0.017755,124.1,0,0
666100_101011,2,ORIGINAL_IMPORT,1005465,2023-12-31T00:00:00Z,1005465#10841186#C,AUD,Million,Fully consolidated,IFRS,36.325121397,34.225910964,2.020595715,1.956543849,23.345979552,0.054178746,0.512846877,0.609541746,0.277126137,0.252875286,0.6170706422471245,2023-12-31T00:00:00Z,0.61707,28.814392185,30.885525933,0,null,0.174137154,0.133225413,124.1,0,0
666100_101012,2,ORIGINAL_IMPORT,138403,2023-12-31T00:00:00Z,138403#10822396#C,USD,Million,Fully consolidated,IFRS,45.855121832,43.566605914,5.025783542,4.931104452,18.185814644,0.622616944,0.992816716,1.405599428,0.791317868,0.960924812,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,28.418857534,42.376095634,0,null,0.55539026,0.45799311,124.1,0,0
666100_101013,2,ORIGINAL_IMPORT,12624,2023-12-31T00:00:00Z,12624#10822800#C,EUR,Million,Fully consolidated,IFRS,282.977,279.081,12.508,11.504,50.127,0.758,2.217,2.442,1.391,0.908,1,2023-12-31T00:00:00Z,1,95.247,222.664,0,null,-1.09,0.268,124.1,0,0
666100_101014,2,ORIGINAL_IMPORT,104188,2023-12-31T00:00:00Z,104188#10824400#C,USD,Million,Fully consolidated,National accounting law,149.6487775621,147.17075125274,14.0168179752,14.39277731634,50.4772372232,0.51693605314,2.47607293024,2.06988694986,1.4155475276,0.766991231,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,122.71234904608,170.29258007112,0,null,0.74621891046,0.73685338172,124.1,0,0
666100_101015,2,ORIGINAL_IMPORT,1009244,2023-12-31T00:00:00Z,1009244#10843258#U,IDR,Million,Not consolidated,National accounting law,7.522692,7.55892,1.139154,1.065042,3.135534,0.131856,0.20475,0.27327,0.146976,0.146892,0.000058874699768321,2023-12-31T00:00:00Z,0.00006,5.179128,7.467708,0,null,0.114156,0.088374,124.1,0,0
666100_101017,2,ORIGINAL_IMPORT,111536,2023-12-31T00:00:00Z,111536#10820645#C,GBP,Million,Fully consolidated,IFRS,479.12600696,472.20784018,24.7135046,23.15204472,367.7964546,3.20479838,7.83382346,9.25228406,4.74319386,4.04664898,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,357.0426781,501.14674286,0,null,4.25422858,3.35241054,124.1,0,0
666100_101018,2,ORIGINAL_IMPORT,1008384,2023-12-31T00:00:00Z,1008384#10856362#C,MYR,Million,Fully consolidated,IFRS,10.887333136,10.475838194,1.13063012,1.098115138,6.852931746,0.178132412,0.287468722,0.201182754,0.197416616,0.09257601,0.19717565590481936,2023-12-31T00:00:00Z,0.19718,7.157594564,10.57456622,0,null,0.09553371,0.026658736,124.1,0,0
666100_101019,2,ORIGINAL_IMPORT,1050567,2023-12-31T00:00:00Z,1050567#10820592#C,HKD,Million,Fully consolidated,IFRS,293.8218444,287.25080328,21.63507696,21.52425744,118.40335416,1.59471144,3.85283304,3.46345776,3.2150412,1.24706736,0.1159242203371656,2023-12-31T00:00:00Z,0.11592,218.16480168,287.39570328,0,null,0.73006416,0.77654808,124.1,0,0
666100_101020,2,ORIGINAL_IMPORT,107362,2022-12-31T00:00:00Z,107362#10629283#U,EUR,Million,Not consolidated,National accounting law,190.183,186.592,7.384,8.169,131.171,0.8713,1.321,2.188,0.444,0.706,1,2022-12-31T00:00:00Z,1,139.263,183.8214,0,null,0.596,0.396,120.5,0,0
666100_101021,2,ORIGINAL_IMPORT,1137970,2023-12-31T00:00:00Z,1137970#10832781#U,PKR,Million,Not consolidated,IFRS,3.246310872,3.00441636,0.311761548,0.283567716,0.71339454,0.066937752,0.05975694,0.305237808,0.042962724,0.138094632,0.003239597785145307,2023-12-31T00:00:00Z,0.00324,2.261234232,2.71973862,0,null,0.064295856,0.044477748,124.1,0,0
666100_101022,2,ORIGINAL_IMPORT,111540,2023-12-31T00:00:00Z,111540#10820594#C,USD,Million,Fully consolidated,IFRS,487.96334558,498.97601868,30.75394288,30.93424086,131.82953408,3.08862218,6.51337778,4.18309434,5.86013736,2.93278674,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,223.84854936,493.59154182,0,null,2.13095904,1.48406076,124.1,0,0
666100_101023,2,ORIGINAL_IMPORT,1097510,2023-12-31T00:00:00Z,1097510#10838613#C,SGD,Million,Fully consolidated,IFRS,114.01180939401,106.65838997654,7.6815717281,7.57691374358,46.85347224083,0.49772274237,1.93575527906,1.58212435573,1.72115340759,1.11381701844,0.6865703408478457,2023-12-31T00:00:00Z,0.68657,86.73236203193,105.25338626284,0,null,0.83064122194,0.49929567424,124.1,0,0
666100_101024,2,ORIGINAL_IMPORT,1498229,2022-12-31T00:00:00Z,1498229#10675168#U,EUR,Million,Not consolidated,National accounting law,13.195324,11.086524,0.805306,0.570433,0.432124,null,0.141109,-0.00709,0.174132,0.009085,1,2022-12-31T00:00:00Z,1,3.289809,7.821018,0,null,0.005326,-0.002772,120.5,0,0
666100_101026,2,ORIGINAL_IMPORT,1471397,2023-12-31T00:00:00Z,1471397#10846722#C,GBP,Million,Fully consolidated,IFRS,19.877707174,16.072888428,1.544046258,1.314324834,15.313954346,0.157875818,0.275273614,0.665061974,0.010724946,0.245174572,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,15.640776894,12.712059382,0,null,0.207233634,0.17240639,124.1,0,0
666100_101027,2,ORIGINAL_IMPORT,13097,2023-12-31T00:00:00Z,13097#10820628#C,EUR,Million,Fully consolidated,IFRS,28.188,26.436,2.001,2.291,0.975,0.009,0.169,0.132,0.137,0.108,1,2023-12-31T00:00:00Z,1,4.812,20.778,0,null,0.053,0.11,124.1,0,0
666100_101028,2,ORIGINAL_IMPORT,112134,2023-12-31T00:00:00Z,112134#10820624#C,GBP,Million,Fully consolidated,IFRS,205.17744274,218.84540618,7.35523716,7.56858286,15.98247598,0.06573354,1.31697724,0.4151592,0.81763298,-0.11301556,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,9.10351868,234.11634542,0,null,-0.30445008,-0.56623102,124.1,0,0
666100_101029,2,ORIGINAL_IMPORT,1009332,2023-12-31T00:00:00Z,1009332#10820241#U,GBP,Million,Not consolidated,IFRS,43.51560348,45.17508706,1.96162722,1.96969976,16.72169,0.0749593,0.40823988,0.98484988,0.172983,0.62043236,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,37.98591358,47.23704442,0,null,0.49819104,0.32636126,124.1,0,0
666100_101031,2,ORIGINAL_IMPORT,114925,2023-12-31T00:00:00Z,114925#10822821#U,GBP,Million,Not consolidated,IFRS,64.08789506,62.5852494,1.86590996,1.845152,21.14198226,0.08303184,0.6631015,0.87760042,0.22833756,0.33904668,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,43.30225778,54.1033163,0,null,0.28484534,0.20873282,124.1,0,0
666100_101032,2,MODIFIED,1152291,2023-12-31T00:00:00Z,1152291#10831322#U,GBP,Million,Not consolidated,IFRS,104.23840258,111473.70486,3.57844166,3068.71842,48.11003196,0.72306894,1.03905122,2.41945556,0.47051376,1.61335478,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,89.76549158,122.3508759,0,null,1293.91284,0.89489872,124.1,1,1
666100_101033,2,ORIGINAL_IMPORT,108320,2024-04-04T00:00:00Z,108320#10864463#C,GBP,Million,Fully consolidated,IFRS,318.00149316,317.97342564,20.68342328,19.77122888,249.6138112,0.91336388,2.98100452,5.204186,0.38709788,1.520324,1.1694812181316367,2024-03-31T00:00:00Z,1.16948,231.43541408,318.51255592,0,null,1.94601472,1.46418896,125.3,0,0
666100_101034,2,ORIGINAL_IMPORT,112994,2023-12-31T00:00:00Z,112994#10814835#C,VND,Million,Fully consolidated,National accounting law,73.584528,72.552608,6.600508,5.425844,49.667012,1.147348,0.876592,2.135484,0.488728,1.322176,0.000037330975273998,2023-12-31T00:00:00Z,0.00004,56.147788,56.599452,0,null,1.196764,0.880672,124.1,0,0
666100_101035,2,ORIGINAL_IMPORT,1001807,2023-12-31T00:00:00Z,1001807#10821918#C,GBP,Million,Fully consolidated,US-GAAP,2.911765178,3.419066656,0.234449626,0.210693294,1.328970728,0.000345966,0.048665884,0.03113694,0.021219248,0.003229016,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,2.31451254,3.715328874,0,null,0.01960474,0.01499186,124.1,0,0
666100_101036,2,ORIGINAL_IMPORT,115307,2023-12-31T00:00:00Z,115307#10814830#C,VND,Million,Fully consolidated,National accounting law,92.034748,84.827068,4.914676,4.16474,69.487832,1.618764,1.003224,2.157536,0.566044,0.879084,0.000037330975273998,2023-12-31T00:00:00Z,0.00004,73.716424,70.467832,0,null,0.73394,0.433652,124.1,0,0
666100_101037,2,ORIGINAL_IMPORT,111519,2023-12-31T00:00:00Z,111519#10823283#C,SGD,Million,Fully consolidated,IFRS,399.18827568,382.36731068,38.14170978,35.99343225,200.9933675,2.67693643,3.67246293,6.61029596,3.22550586,4.91927405,0.6865703408478457,2023-12-31T00:00:00Z,0.68657,249.7535689,372.24932859,0,null,3.87156823,3.45482024,124.1,0,0
666100_101038,2,ORIGINAL_IMPORT,111521,2023-12-31T00:00:00Z,111521#10822731#C,SGD,Million,Fully consolidated,IFRS,359.4331264,346.2097882,31.90353476,29.93857142,217.64612285,2.84583265,4.28694308,6.67963953,2.95156443,3.93061325,0.6865703408478457,2023-12-31T00:00:00Z,0.68657,264.65145133,315.35739211,0,null,3.14655031,2.80601159,124.1,0,0
666100_101039,2,ORIGINAL_IMPORT,111637,2024-03-31T00:00:00Z,111637#10907766#C,GBP,Million,Fully consolidated,IFRS,34.961136808,33.029155848,4.217378776,3.26226446,19.548910732,0.21869276,0.741801164,0.97125314,0.383706388,0.842961184,1.1694812181316367,2024-03-31T00:00:00Z,1.16948,24.385061376,32.264432876,0,null,0.366748928,0.272371892,125.3,0,0
666100_101040,2,ORIGINAL_IMPORT,1005707,2023-12-31T00:00:00Z,1005707#10854200#U,EUR,Million,Not consolidated,IFRS,59.1192,58.4918,2.2291,2.102,6.7648,0.1649,0.6095,0.1246,0.4706,0.0879,1,2023-12-31T00:00:00Z,1,3.0178,53.7786,0,null,0.4398,0.0532,124.1,0,0
666100_101041,2,ORIGINAL_IMPORT,111518,2023-12-31T00:00:00Z,111518#10818564#C,SGD,Million,Fully consolidated,IFRS,508.49227939,511.17264867,43.65418031,39.5876262,285.72503091,4.11186773,5.59829178,9.66965188,4.27527139,6.89110309,0.6865703408478457,2023-12-31T00:00:00Z,0.68657,367.38566671,471.48890267,0,null,5.61476946,4.67348199,124.1,0,0
666100_101042,2,ORIGINAL_IMPORT,111719,2023-12-31T00:00:00Z,111719#10816221#C,HKD,Million,Fully consolidated,IFRS,54.20662632,55.16343,5.41670976,5.03591256,30.43954872,0.38126088,0.70630056,1.2478788,0.52198776,0.84401352,0.1159242203371656,2023-12-31T00:00:00Z,0.11592,45.27823608,51.90990336,0,null,0.64381968,0.55062,124.1,0,0
666100_101043,2,ORIGINAL_IMPORT,111592,2023-12-31T00:00:00Z,111592#10824185#C,MYR,Million,Fully consolidated,IFRS,202.636877628,186.952293118,19.254272076,17.472533878,124.010997704,2.035508858,2.297147,3.334156056,1.778090368,1.895865982,0.19717565590481936,2023-12-31T00:00:00Z,0.19718,137.401885864,175.129833832,0,null,1.572628808,1.64083337,124.1,0,0
666100_101044,2,ORIGINAL_IMPORT,107610,2023-12-31T00:00:00Z,107610#10833852#C,MYR,Million,Fully consolidated,IFRS,123.8743914,113.176528526,10.441686618,9.645079418,72.636458552,1.35452801,1.415831272,2.04840443,0.97002701,1.04771593,0.19717565590481936,2023-12-31T00:00:00Z,0.19718,83.794164904,103.474227472,0,null,0.821096956,0.453277384,124.1,0,0
666100_101045,2,ORIGINAL_IMPORT,107461,2023-12-31T00:00:00Z,107461#10823620#C,PHP,Million,Fully consolidated,IFRS,73.20975735,66.6214758,8.4783579,7.54482195,45.2605932,1.3592409,1.84913595,3.0507465,0.6553734,1.202706,0.016354196572700083,2023-12-31T00:00:00Z,0.01635,58.03512615,59.24829615,0,null,0.9357759,0.70067925,124.1,0,0
666100_101046,2,ORIGINAL_IMPORT,111844,2023-12-31T00:00:00Z,111844#10820239#C,PHP,Million,Fully consolidated,IFRS,47.2248822,42.57476235,5.8756995,5.2287954,30.77081445,0.9396999,1.12107045,1.70250915,0.55379085,0.8487612,0.016354196572700083,2023-12-31T00:00:00Z,0.01635,37.5249831,39.59831025,0,null,0.6513186,0.3941985,124.1,0,0
666100_101047,2,ORIGINAL_IMPORT,107538,2023-12-31T00:00:00Z,107538#10816866#C,IDR,Million,Fully consolidated,National accounting law,117.90042,111.93834,18.988326,18.203718,70.855638,5.130114,4.636818,8.11101,1.876398,3.6255,0.000058874699768321,2023-12-31T00:00:00Z,0.00006,81.499728,100.685862,0,null,3.084492,1.845348,124.1,0,0
666100_101048,2,ORIGINAL_IMPORT,107505,2023-12-31T00:00:00Z,107505#10814851#C,IDR,Million,Fully consolidated,National accounting law,130.453164,119.552682,17.2497,15.13473,80.65137,3.232908,2.9586,5.843658,1.477944,3.603114,0.000058874699768321,2023-12-31T00:00:00Z,0.00006,94.616976,103.536666,0,null,2.697144,1.833066,124.1,0,0
666100_101049,2,ORIGINAL_IMPORT,111771,2023-12-31T00:00:00Z,111771#10812837#C,IDR,Million,Fully consolidated,National accounting law,84.48642,78.883902,14.552256,13.270902,46.57986,2.043672,2.249184,4.52211,1.473654,2.919486,0.000058874699768321,2023-12-31T00:00:00Z,0.00006,66.111756,73.700682,0,null,2.445336,1.886412,124.1,0,0
666100_101050,2,ORIGINAL_IMPORT,111773,2023-12-31T00:00:00Z,111773#10811946#C,IDR,Million,Fully consolidated,National accounting law,65.19984,61.790214,9.28395,8.411862,38.875596,2.829486,1.666674,2.476542,0.986526,1.266372,0.000058874699768321,2023-12-31T00:00:00Z,0.00006,48.643818,57.890262,0,null,1.108908,0.658626,124.1,0,0
666100_101051,2,ORIGINAL_IMPORT,111758,2023-12-31T00:00:00Z,111758#10811927#C,THB,Million,Fully consolidated,National accounting law,112.8717006,111.89182315,15.72660225,14.94253165,62.4888142,3.5276326,2.23893315,4.00554255,1.07089035,1.18751545,0.026345528722488187,2023-12-31T00:00:00Z,0.02635,71.1334587,108.12459,0,null,1.00006155,1.1131294,124.1,0,0
666100_101052,2,ORIGINAL_IMPORT,107485,2023-12-31T00:00:00Z,107485#10811939#C,THB,Million,Fully consolidated,National accounting law,118.9566534,116.5131652,13.9873705,13.3631917,63.91616735,6.8158491,2.15477125,3.4554336,0.9351088,1.10809655,0.026345528722488187,2023-12-31T00:00:00Z,0.02635,83.90585705,114.18195435,0,null,0.7838071,0.7101852,124.1,0,0
666100_101054,2,ORIGINAL_IMPORT,102798,2023-12-31T00:00:00Z,102798#10819978#C,EUR,Million,Fully consolidated,IFRS,1312.331,1336.788,74.818,72.328,482.492,5.17,21.473,13.602,15.277,4.892,1,2023-12-31T00:00:00Z,1,531.002,1323.993,0,null,5.659,2.51,124.1,0,0
666100_101055,2,ORIGINAL_IMPORT,856,2023-12-31T00:00:00Z,856#10824337#C,USD,Million,Fully consolidated,National accounting law,1526.3809542,1600.71264704,148.32544022,149.4434689,577.31413196,14.81614506,35.75426726,42.18519722,15.00731528,10.25252232,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,1202.82943394,1512.35304654,0,null,14.02337756,16.69070044,124.1,0,0
666100_101056,2,ORIGINAL_IMPORT,856,2023-12-31T00:00:00Z,856#10824337#C,USD,Million,Fully consolidated,National accounting law,1526.3809542,1600.71264704,148.32544022,149.4434689,577.31413196,14.81614506,35.75426726,42.18519722,15.00731528,10.25252232,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,1202.82943394,1512.35304654,0,null,14.02337756,16.69070044,124.1,0,0
666100_101057,2,ORIGINAL_IMPORT,1494743,2024-03-31T00:00:00Z,1494743#10905561#C,GBP,Million,Fully consolidated,IFRS,17.27075433616,16.0353191726,1.0405682196,0.81311254596,5.30670612524,0.05492228924,0.3884193924,0.69335077708,0.06344078156,0.25728676948,1.1694812181316367,2024-03-31T00:00:00Z,1.16948,12.82947276676,13.92326869908,0,null,0.16706723488,0.05255409224,125.3,0,0
666100_101058,2,ORIGINAL_IMPORT,111466,2023-12-31T00:00:00Z,111466#10831686#C,EUR,Million,Fully consolidated,IFRS,644.589,628.365,31.069,27.625,203.042,2.195,4.597,4.333,3.909,2.234,1,2023-12-31T00:00:00Z,1,159.641,627.273,0,null,1.341,2.176,124.1,0,0
666100_101059,2,ORIGINAL_IMPORT,112242,2023-12-31T00:00:00Z,112242#10823243#U,EUR,Million,Not consolidated,National accounting law,77.4631,77.1897,2.1053,2.5853,67.6587,null,0.2525,0.7083,0.0105,0.0558,1,2023-12-31T00:00:00Z,1,1.305,80.0717,0,null,0.0496,0.0669,124.1,0,0
666100_101060,2,ORIGINAL_IMPORT,115746,2023-12-31T00:00:00Z,115746#10833817#U,EUR,Million,Not consolidated,IFRS,25.661934,24.812733,1.230499,1.168122,5.561969,0.000351,0.253407,0.15454,0.203471,0.086877,1,2023-12-31T00:00:00Z,1,13.624637,20.915147,0,null,0.079441,0.023368,124.1,0,0
666100_101061,2,ORIGINAL_IMPORT,1515758,2023-12-31T00:00:00Z,1515758#10820841#U,EUR,Million,Not consolidated,IFRS,0.909069,0.647805,0.137191,0.126337,0.498073,0.080925,0.071812,0.157358,-0.001985,0.010854,1,2023-12-31T00:00:00Z,1,0.732289,0.604084,0,null,0.020627,0.010999,124.1,0,0
666100_101062,2,ORIGINAL_IMPORT,111470,2022-12-31T00:00:00Z,111470#10623436#U,EUR,Million,Not consolidated,National accounting law,3.7672,3.8956,0.2293,0.2639,0.5736,null,0.2089,0.0652,0.1293,-0.0346,1,2022-12-31T00:00:00Z,1,3.0789,4.5712,0,null,0.0001,-0.0074,120.5,0,0
666100_101063,2,ORIGINAL_IMPORT,1338070,2023-12-31T00:00:00Z,1338070#10853599#C,EUR,Million,Fully consolidated,National accounting law,3.047329,3.070753,0.297376,0.278324,0.393376,null,0.196663,0.023129,0.181226,0.00231,1,2023-12-31T00:00:00Z,1,2.563891,2.516933,0,null,0.00231,0.00231,124.1,0,0
666100_101064,2,ORIGINAL_IMPORT,1001309,2023-12-31T00:00:00Z,1001309#10829100#C,EUR,Million,Fully consolidated,National accounting law,6.6622,7.7259,0.3254,0.332,1.143,0.01,0.4334,0.1671,0.3521,0.0447,1,2023-12-31T00:00:00Z,1,5.9005,6.3994,0,null,0.051,0.1733,124.1,0,0
666100_101065,2,ORIGINAL_IMPORT,1000831,2023-12-31T00:00:00Z,1000831#10841038#C,EUR,Million,Fully consolidated,National accounting law,11.7755,11.7304,0.7859,0.7467,2.0307,null,0.3066,0.1446,0.2866,0.083,1,2023-12-31T00:00:00Z,1,10.308,11.7301,0,null,0.085,0.046,124.1,0,0
666100_101066,2,ORIGINAL_IMPORT,1033148,2022-12-31T00:00:00Z,1033148#10624384#U,EUR,Million,Not consolidated,National accounting law,48.5709,52.2568,2.7098,2.6398,29.2228,0.402,0.8415,0.8162,0.3495,0.132,1,2022-12-31T00:00:00Z,1,34.6905,48.9537,0,null,0.042,0.043,120.5,0,0
666100_101067,2,ORIGINAL_IMPORT,111533,2023-12-31T00:00:00Z,111533#10821960#C,GBP,Million,Fully consolidated,IFRS,810.6790634,827.26582666,28.2596561,27.69573152,87.05773102,1.25470336,5.92985724,2.48057622,5.78455152,1.9893045,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,257.10002002,688.02373742,0,null,-0.45898156,1.20626812,124.1,0,0
666100_101069,2,ORIGINAL_IMPORT,1008313,2023-12-31T00:00:00Z,1008313#10823806#U,NOK,Million,Not consolidated,IFRS,46.476067,43.82805,1.929876,1.682367,31.348114,0.003649,0.028925,0.187345,0.007654,0.127448,0.08900495134544335,2023-12-31T00:00:00Z,0.089,null,42.102696,0,null,-0.00534,0.107512,124.1,0,0
666100_101070,2,ORIGINAL_IMPORT,1000003,2022-12-31T00:00:00Z,1000003#10668237#U,EUR,Million,Not consolidated,National accounting law,14.2492,14.9231,1.6827,1.6636,9.7444,0.0436,0.1914,0.216,0.1071,0.0305,1,2022-12-31T00:00:00Z,1,11.0863,13.2817,0,null,0.0212,0.0262,120.5,0,0
666100_101071,2,ORIGINAL_IMPORT,1060254,2023-12-31T00:00:00Z,1060254#10831605#U,EUR,Million,Not consolidated,National accounting law,21.1011,19.9192,1.4043,1.3814,13.3581,0.0456,0.1499,0.1297,0.0694,0.0376,1,2023-12-31T00:00:00Z,1,3.6238,20.1906,0,null,0.0386,0.3072,124.1,0,0
666100_101072,2,ORIGINAL_IMPORT,1008549,2023-12-31T00:00:00Z,1008549#10845483#C,EUR,Million,Fully consolidated,IFRS,25.8786,24.0816,1.681,1.5174,19.7246,0.1972,0.2752,0.5094,0.1282,0.2304,1,2023-12-31T00:00:00Z,1,16.3426,23.2514,0,null,0.1977,0.1153,124.1,0,0
666100_101073,2,ORIGINAL_IMPORT,1033146,2023-12-31T00:00:00Z,1033146#10837596#C,EUR,Million,Fully consolidated,IFRS,31.541,31.818,4.009,5.165,18.143,0.366,0.383,0.663,0.226,0.271,1,2023-12-31T00:00:00Z,1,13.616,30.271,0,null,0.425,0.351,124.1,0,0
666100_101074,2,ORIGINAL_IMPORT,113501,2023-12-31T00:00:00Z,113501#10833857#C,EUR,Million,Fully consolidated,IFRS,50.883,53.007,3.365,3.425,39.153,0.582,0.301,0.482,0.121,0.091,1,2023-12-31T00:00:00Z,1,10.554,58.402,0,null,0.187,0.228,124.1,0,0
666100_101075,2,ORIGINAL_IMPORT,1070445,2023-12-31T00:00:00Z,1070445#10841026#U,EUR,Million,Not consolidated,National accounting law,50.7275,54.1843,3.1283,2.9431,35.3091,0.4726,0.7482,0.9691,0.2129,0.0942,1,2023-12-31T00:00:00Z,1,28.4836,64.8756,0,null,0.0658,0.0654,124.1,0,0
666100_101076,2,ORIGINAL_IMPORT,1069896,2023-12-31T00:00:00Z,1069896#10836001#U,EUR,Million,Not consolidated,National accounting law,53.5571,49.845,2.1259,1.9805,47.4775,0.2132,0.1681,0.5185,-0.062,0.1021,1,2023-12-31T00:00:00Z,1,5.1773,48.0381,0,null,0.0681,0.0591,124.1,0,0
666100_101077,2,ORIGINAL_IMPORT,1042867,2023-12-31T00:00:00Z,1042867#10841874#U,EUR,Million,Not consolidated,National accounting law,58.3517,55.7075,3.719,3.574,36.7178,null,0.8501,0.8725,0.4207,0.115,1,2023-12-31T00:00:00Z,1,36.4434,58.6387,0,null,0.045,0.02,124.1,0,0
666100_101078,2,ORIGINAL_IMPORT,1033145,2023-12-31T00:00:00Z,1033145#10834371#C,EUR,Million,Fully consolidated,IFRS,84.8,97.3959,7.2531,6.7368,22.58,0.3396,1.3031,0.3435,2.1936,0.7532,1,2023-12-31T00:00:00Z,1,26.8554,88.8649,0,null,0.5333,0.5365,124.1,0,0
666100_101079,2,ORIGINAL_IMPORT,108343,2023-12-31T00:00:00Z,108343#10841088#C,EUR,Million,Fully consolidated,IFRS,111.981,109.325,6.865,6.3,73.195,0.729,1.048,1.076,0.449,0.224,1,2023-12-31T00:00:00Z,1,49.931,114.663,0,null,0.089,0.019,124.1,0,0
666100_101080,2,ORIGINAL_IMPORT,1033165,2023-12-31T00:00:00Z,1033165#10830124#C,EUR,Million,Fully consolidated,IFRS,202.072,211.502,10.333,9.877,117.219,1.222,1.681,1.859,1.005,0.466,1,2023-12-31T00:00:00Z,1,70.209,212.341,0,null,0.431,0.501,124.1,0,0
666100_101081,2,ORIGINAL_IMPORT,1033127,2023-12-31T00:00:00Z,1033127#10839755#C,EUR,Million,Fully consolidated,IFRS,273.364,259.343,14.633,13.54,170.34,1.245,1.734,2.942,0.505,1.17,1,2023-12-31T00:00:00Z,1,136.131,266.554,0,null,1.058,0.556,124.1,0,0
666100_101082,2,ORIGINAL_IMPORT,1005637,2023-12-31T00:00:00Z,1005637#10822770#U,EUR,Million,Not consolidated,National accounting law,35.4569,34.4119,1.811,1.7269,29.2189,0.4356,0.2122,0.4984,0.0246,0.075,1,2023-12-31T00:00:00Z,1,4.4247,36.2102,0,null,0.041,0.05,124.1,0,0
