LB_RATING_ID,DATA_TYPE,STATEMENT_TYPE,FITCH_ID,DATE_BALANCE,CURRENT_FINANCIAL_DATA_ID,CURRENCY_ISO,BALANCE_UNIT,CONSOL_DEGREE,ACC_METHOD,TOTAL_ASSETS,TOTAL_ASSETS_PREV_YEAR,CURRENT_EQUITY,EQUITY_PREV_YEAR,ALLOC_CREDIT,PROV_CREDIT,GENERAL_ADMIN_EFFORT,NET_INTEREST_YIELD,OTHER_OPERATING_INCOME,ANNUAL_NET_PROFIT,FX_RATE_EUR_LBR,FX_RATE_EUR_LBR_DATE,FX_RATE_EUR_ANALYST,CUSTOMER_DEPOSITS,TOTAL_ASSETS_2YEARS_AGO,DEACTIVATE_LTD,COM_DEACTIVATE_LTD,NET_PROFIT_PREV,NET_PROFIT_2_AGO,CPI,BALANCE_SHEET_MODIFIED,INCOME_STATEMENT_MODIFIED,PD_RATING_ID,COMPANY_ID,RATING_STATUS,RATING_PROVIDING_SYSTEM,PD_MODEL_VERSION,STAND_ALONE_RATING_PD,STAND_ALONE_RATING_UCR,COUNTRY_RISK_ADJUSTED_PD,COUNTRY_RISK_ADJUSTED_UCR,GROUP_SUPPORT_ADJUSTED_PD,GROUP_SUPPORT_ADJUSTED_UCR,L1_OVERRIDE_PD,L1_OVERRIDE_UCR,PROPOSED_PD,PROPOSED_UCR,L2_OVERRIDE_PD,L2_OVERRIDE_UCR,APPROVED_PD,APPROVED_UCR,PD_APPROVAL_DATE,PD_EXPIRY_DATE,FAIR_ID,LBCDB_ID,GBCDB_ID,HREKNR,RAPID_ID,T24_ID,DUNS,GRACE_ID,CS_ID,COUNTRY,PORTFOLIO,BUSINESSLINE,RATING_ID,PARENT_COMPANY_ID,PARENT_REVIEW_RATING_ALERT,SOVEREIGN_RATING_REVIEW_ALERT,FINANCIAL_FIG_OUTDATED_ALERT,PD_INCLUDING_CONSERVATISM,UCR_INCLUDING_CONSERVATISM,TYPE_OF_CONSERVATISM,MARGIN_OF_CONSERVATISM,PD_FLOORED,PROPOSER,APPROVER,LB_RATING_ID,LastPerformingModel
666100_101488,2,ORIGINAL_IMPORT,1001106,2023-12-31T00:00:00Z,1001106#10847481#C,BWP,Million,Fully consolidated,IFRS,1.661801438,1.534333196,0.205064948,0.192583556,1.119009474,0.040969764,0.081608582,0.094583016,0.047777796,0.042185484,0.06754196551172158,2023-12-31T00:00:00Z,0.06754,1.262984492,1.453535094,0,null,0.044502106,0.033945604,124.1,0,0,2911802,197185274,ACTUAL,LBR,PBNEWW01,0.36,3-,0.36,3-,0.36,3-,0.36,3-,0.36,3-,null,null,0.36,3-,2024-12-17 14:27:02,2025-12-17 14:27:02,540197185274,197185274,null,null,null,null,null,null,null,BW,null,null,2911802,null,NO,NO,NO,0.4672,3-,NO_CONSERVATISM,1.2979,N,null,null,666100_101488,PBNEWW01
666100_101493,2,ORIGINAL_IMPORT,102889,2023-12-31T00:00:00Z,102889#10848254#C,USD,Million,Fully consolidated,IFRS,110.91315636,166.02454092,13.55677726,16.22138208,3.48183486,0.09150802,2.85305698,0.40227288,0.93954274,-1.62449386,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,null,221.5354803,0,null,-0.6206237,-4.84086486,124.1,0,0,2913850,194566579,ACTUAL,LBR,PBNDWW01,1,4,null,null,1,4,1,4,0.1,2-,null,null,0.1,2-,2024-12-23 15:35:40,2025-12-23 15:35:40,540194566579,194566579,null,null,null,null,null,null,null,GB,null,null,2913850,2005669644,NO,NO,NO,0.1334,2-,NO_CONSERVATISM,1.3335,N,null,null,666100_101493,PBNDWW01
666100_101884,2,ORIGINAL_IMPORT,1008286,2024-12-31T00:00:00Z,1008286#10991725#C,EUR,Million,Fully consolidated,IFRS,623.355,584.702,32.436,31.225,328.959,1.595,5.33,7.594,4.955,5.059,1,2024-12-31T00:00:00Z,1,223.243,594.729,0,null,4.934,3.587,127.1,0,0,2960342,194115585,ACTUAL,LBR,PBNDWW01,0.03,1,0.03,1,0.03,1,0.03,1,0.03,1,null,null,0.03,1,2025-05-27 10:45:17,2026-05-27 10:45:17,540194115585,194115585,null,null,null,null,null,null,null,FI,null,null,2960342,null,NO,NO,NO,0.04,1,NO_CONSERVATISM,1.3335,N,null,null,666100_101884,PBNDWW01
666100_101329,2,ORIGINAL_IMPORT,1008056,2023-12-31T00:00:00Z,1008056#10867735#C,MYR,Million,Fully consolidated,IFRS,2.569886376,1.879460606,0.373774408,0.374780026,0.399664142,0.000630976,0.03519663,0.042768342,0.047283764,0.037700816,0.19717565590481936,2023-12-31T00:00:00Z,0.19718,1.20703737,1.899888454,0,null,0.042157084,0.021571492,124.1,0,0,2888236,198790147,ACTUAL,LBR,PBNEWW01,0.03,1,null,null,0.03,1,0.03,1,0.1,2-,null,null,0.1,2-,2024-10-17 09:34:18,2025-10-17 09:34:18,540198790147,198790147,null,null,null,null,null,null,null,MY,null,null,2888236,134856910,NO,NO,NO,0.1298,2-,NO_CONSERVATISM,1.2979,N,null,null,666100_101329,PBNEWW01
666100_101713,2,ORIGINAL_IMPORT,100236,2024-10-31T00:00:00Z,100236#10974139#C,CAD,Million,Fully consolidated,IFRS,1436.13232406,1325.96135936,84.11588536,77.8782208,649.0160354,3.99244921,22.46207345,18.48615749,19.24734832,10.7399992,0.6613253621583014,2024-10-31T00:00:00Z,0.66133,698.38894921,1267.91444127,0,null,9.83133178,10.45364331,126.6,0,0,2950846,159099161,ACTUAL,LBR,PBNDWW01,0.03,1,null,null,0.03,1,0.03,1,0.04,2+,null,null,0.04,2+,2025-04-25 16:24:03,2026-04-25 16:24:03,540159099161,159099161,null,null,null,null,null,null,null,CA,null,null,2950846,null,NO,NO,NO,0.0533,2+,NO_CONSERVATISM,1.3335,N,null,null,666100_101713,PBNDWW01
666100_101727,2,ORIGINAL_IMPORT,107471,2024-12-31T00:00:00Z,107471#11007870#U,BRL,Million,Not consolidated,National accounting law,353.85456669,312.62754657,25.93088592,22.03726788,77.67528258,3.69825219,6.45423387,7.41845385,4.8849246,4.22099205,0.15566516112511666,2024-12-31T00:00:00Z,0.15567,134.97320649,279.573092481,0,null,4.41090945,4.266198618,127.1,0,0,2951295,159519195,ACTUAL,LBR,PBNEWW01,0.1,2-,0.1,2-,0.1,2-,0.1,2-,1,4,null,null,1,4,2025-04-28 14:29:41,2026-04-28 14:29:41,540159519195,159519195,null,null,null,null,null,null,null,BR,null,null,2951295,null,NO,NO,NO,1.2979,4,NO_CONSERVATISM,1.2979,N,null,null,666100_101727,PBNEWW01
666100_101797,2,ORIGINAL_IMPORT,107456,2024-12-31T00:00:00Z,107456#11005127#C,CLP,Million,Fully consolidated,IFRS,80.9151011,75.4160159,6.7878466,5.8853586,51.8920706,0.8743774,1.2973168,2.1798422,0.4600225,0.7776684,0.000968408716123913,2024-12-31T00:00:00Z,0.00097,47.1300593,75.7076464,0,null,0.6620929,0.7963894,127.1,0,0,2951800,194173550,ACTUAL,LBR,PBNEWW01,0.03,1,0.03,1,0.03,1,0.03,1,0.1,2-,null,null,0.1,2-,2025-04-29 10:29:40,2026-04-29 10:29:40,540194173550,194173550,null,null,null,null,null,null,null,CL,null,null,2951800,null,NO,NO,NO,0.1298,2-,NO_CONSERVATISM,1.2979,N,null,null,666100_101797,PBNEWW01
666100_101352,2,ORIGINAL_IMPORT,111941,2024-03-31T00:00:00Z,111941#10849209#C,JPY,Million,Fully consolidated,National accounting law,66.15480708,65.20109076,3.5073414,3.1567572,39.3922368,0.25315992,0.31547376,0.40409136,-0.00215424,0.190485,0.00612332374012614,2024-03-31T00:00:00Z,0.00612,50.81593896,68.175423,0,null,0.17094996,0.16178832,125.3,0,0,2901357,2003482768,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,0.05,2,0.05,2,0.1,2-,null,null,0.1,2-,2024-11-22 09:25:14,2025-11-22 09:25:14,5402003482768,2003482768,null,null,null,null,null,null,null,JP,null,null,2901357,null,NO,NO,NO,0.1334,2-,NO_CONSERVATISM,1.3335,N,null,null,666100_101352,PBNDWW01
666100_101740,2,ORIGINAL_IMPORT,115381,2023-12-31T00:00:00Z,115381#10916045#C,BRL,Million,Fully consolidated,IFRS,339.11409131,294.83674836,19.828938078,19.748410055,193.124664773,8.936015284,13.884931873,11.576356078,6.126029784,1.300789899,0.18671259796576622,2023-12-31T00:00:00Z,0.18671,127.467029026,268.837642254,0,null,1.687540993,3.137866931,124.1,0,0,2951299,2008972577,ACTUAL,LBR,PBNEWW01,0.25,3,0.25,3,0.25,3,0.25,3,1,4,null,null,1,4,2025-04-28 14:32:03,2026-04-28 14:32:03,5402008972577,2008972577,null,null,null,null,null,null,null,BR,null,null,2951299,null,NO,NO,NO,1.2979,4,NO_CONSERVATISM,1.2979,N,null,null,666100_101740,PBNEWW01
666100_101860,2,ORIGINAL_IMPORT,1002281,2023-12-31T00:00:00Z,1002281#10855509#U,EUR,Million,Not consolidated,IFRS,421.006218,434.81434,25.3896,23.699997,20.802437,0.105575,3.105901,1.439788,4.177364,1.6836,1,2023-12-31T00:00:00Z,1,97.622769,281.415254,0,null,1.237838,0.774043,124.1,0,0,2957740,195678087,ACTUAL,LBR,PBNDWW01,0.03,1,null,null,0.03,1,0.03,1,0.03,1,null,null,0.03,1,2025-05-20 14:54:24,2026-05-20 14:54:24,540195678087,195678087,null,null,null,null,null,null,null,DE,null,null,2957740,159289467,NO,NO,NO,0.0533,1,NO_CONSERVATISM,1.3335,Y,null,null,666100_101860,PBNDWW01
666100_101306,2,ORIGINAL_IMPORT,1001105,2023-12-31T00:00:00Z,1001105#10844689#U,GBP,Million,Not consolidated,National accounting law,2.797481076,3.011172742,0.276426834,0.266047854,0.225569832,0.000115322,0.080379434,0.070692386,0.022603112,0.011878166,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,2.22283155,3.351372642,0,null,0.013723318,0.010609624,124.1,0,0,2888679,205854249,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,0.05,2,0.05,2,0.05,2,null,null,0.05,2,2024-10-18 09:53:05,2025-10-18 09:53:05,540205854249,205854249,null,null,null,null,null,null,null,GG,null,null,2888679,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101306,PBNDWW01
666100_101512,2,ORIGINAL_IMPORT,143165,2024-06-30T00:00:00Z,143165#10923701#C,NZD,Million,Fully consolidated,IFRS,72.25263828,72.14291392,6.29237936,6.07122508,61.9743652,0.35191388,0.73680192,1.66462656,0.2643618,0.8271966,0.5685242248172194,2024-06-30T00:00:00Z,0.56852,48.28895176,69.08768744,0,null,0.88632268,0.83629292,126.6,0,0,2932146,134588843,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,0.05,2,0.05,2,0.05,2,null,null,0.05,2,2025-02-25 14:30:15,2026-02-25 14:30:15,540134588843,134588843,null,null,null,null,null,null,null,NZ,null,null,2932146,193943832,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101512,PBNDWW01
666100_101641,2,ORIGINAL_IMPORT,137484,2023-12-31T00:00:00Z,137484#10845368#U,EUR,Million,Not consolidated,National accounting law,46.0749,52.7364,3.9837,3.0933,5.6112,null,1.1624,0.7357,0.9311,0.4432,1,2023-12-31T00:00:00Z,1,35.4887,54.8175,0,null,0.442,0.3754,124.1,0,0,2944071,2045657728,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,0.05,2,0.05,2,0.04,2+,null,null,0.04,2+,2025-04-03 12:35:06,2026-04-03 12:35:06,5402045657728,2045657728,null,null,null,null,null,null,null,DE,null,null,2944071,201895293,NO,NO,NO,0.0533,2+,NO_CONSERVATISM,1.3335,N,null,null,666100_101641,PBNDWW01
666100_101765,2,ORIGINAL_IMPORT,1047648,2024-12-31T00:00:00Z,1047648#10976348#U,EUR,Million,Not consolidated,IFRS,57.0683,56.2593,4.1157,4.0528,38.1614,0.7371,0.6021,1.5602,0.5249,0.9933,1,2024-12-31T00:00:00Z,1,38.3563,57.7567,0,null,0.9432,0.6037,127.1,0,0,2958786,193601354,ACTUAL,LBR,PBNDWW01,0.16,3+,0.16,3+,0.16,3+,0.16,3+,0.16,3+,null,null,0.16,3+,2025-05-22 09:35:08,2026-05-22 09:35:08,540193601354,193601354,null,null,null,null,null,null,null,PT,null,null,2958786,134582101,NO,NO,NO,0.2134,3+,NO_CONSERVATISM,1.3335,N,null,null,666100_101765,PBNDWW01
666100_101449,2,ORIGINAL_IMPORT,108506,2023-12-31T00:00:00Z,108506#10816897#C,KRW,Million,Fully consolidated,IFRS,355.94811,344.38698,23.47184,21.81711,241.08616,1.54294,3.75774,5.91661,1.2985,2.1476,0.000699921047156078,2023-12-31T00:00:00Z,0.0007,259.67172,327.20464,0,null,2.13199,1.74643,124.1,0,0,2912898,193557630,ACTUAL,LBR,PBNDWW01,0.04,2+,0.04,2+,0.04,2+,0.04,2+,0.04,2+,null,null,0.04,2+,2024-12-19 10:42:10,2025-12-19 10:42:10,540193557630,193557630,null,null,null,null,null,null,null,KR,null,null,2912898,null,NO,NO,NO,0.0533,2+,NO_CONSERVATISM,1.3335,N,null,null,666100_101449,PBNDWW01
666100_101502,2,ORIGINAL_IMPORT,107497,2023-12-31T00:00:00Z,107497#10820638#C,IDR,Million,Fully consolidated,National accounting law,10.308186,9.648834,1.84776,1.77204,6.748794,0.211326,0.351456,0.434016,0.10209,0.109068,0.000058874699768321,2023-12-31T00:00:00Z,0.00006,6.93015,10.12278,0,null,0.091992,0.102054,124.1,0,0,2914770,200563491,ACTUAL,LBR,PBNEWW01,0.1,2-,0.1,2-,0.1,2-,0.1,2-,0.25,3,null,null,0.25,3,2024-12-27 15:20:24,2025-12-27 15:20:24,540200563491,200563491,null,null,null,null,null,null,null,ID,null,null,2914770,null,NO,NO,NO,0.3245,3,NO_CONSERVATISM,1.2979,N,null,null,666100_101502,PBNEWW01
666100_101077,2,ORIGINAL_IMPORT,1042867,2023-12-31T00:00:00Z,1042867#10841874#U,EUR,Million,Not consolidated,National accounting law,58.3517,55.7075,3.719,3.574,36.7178,null,0.8501,0.8725,0.4207,0.115,1,2023-12-31T00:00:00Z,1,36.4434,58.6387,0,null,0.045,0.02,124.1,0,0,2853811,198626002,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,null,null,0.05,2,0.05,2,null,null,0.05,2,2024-06-26 14:53:41,2025-06-26 14:53:41,540198626002,198626002,null,null,null,null,null,null,null,DE,null,null,2853811,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101077,PBNDWW01
666100_101078,2,ORIGINAL_IMPORT,1033145,2023-12-31T00:00:00Z,1033145#10834371#C,EUR,Million,Fully consolidated,IFRS,84.8,97.3959,7.2531,6.7368,22.58,0.3396,1.3031,0.3435,2.1936,0.7532,1,2023-12-31T00:00:00Z,1,26.8554,88.8649,0,null,0.5333,0.5365,124.1,0,0,2853812,159726956,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,null,null,0.05,2,0.05,2,null,null,0.05,2,2024-06-26 14:53:12,2025-06-26 14:53:12,540159726956,159726956,null,null,null,null,null,null,null,DE,null,null,2853812,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101078,PBNDWW01
666100_101134,2,ORIGINAL_IMPORT,108273,2024-03-31T00:00:00Z,108273#10910111#C,JPY,Million,Fully consolidated,National accounting law,1500.368184,1367.683524,51.518772,47.75742,569.847888,4.763196,7.334208,5.319504,7.749144,3.478608,0.00612332374012614,2024-03-31T00:00:00Z,0.00612,962.982,1275.811308,0,null,3.159144,1.995732,125.3,0,0,2854461,197336248,ACTUAL,LBR,PBNDWW01,0.03,1,0.03,1,null,null,0.03,1,0.1,2-,null,null,0.1,2-,2024-06-27 12:25:07,2025-06-27 12:25:07,540197336248,197336248,null,null,null,null,null,null,null,HK,null,null,2854461,2054012246,NO,NO,NO,0.1334,2-,NO_CONSERVATISM,1.3335,N,null,null,666100_101134,PBNDWW01
666100_101235,2,ORIGINAL_IMPORT,102798,2023-12-31T00:00:00Z,102798#10819978#C,EUR,Million,Fully consolidated,IFRS,1312.331,1336.788,74.818,72.328,482.492,5.17,21.473,13.602,15.277,4.892,1,2023-12-31T00:00:00Z,1,531.002,1323.993,0,null,5.659,2.51,124.1,0,0,2881671,198277652,ACTUAL,LBR,PBNDWW01,0.05,2,0.05,2,0.05,2,0.05,2,0.05,2,null,null,0.05,2,2024-09-26 09:07:25,2025-09-26 09:07:25,540198277652,198277652,null,null,null,null,null,null,null,NL,null,null,2881671,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101235,PBNDWW01
666100_101428,2,ORIGINAL_IMPORT,103464,2023-12-31T00:00:00Z,103464#10824375#C,USD,Million,Fully consolidated,National accounting law,2301.39589832,2191.21661816,214.00736012,204.26130298,939.31804704,12.03013356,43.07853294,54.98001166,20.74967004,26.07706764,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,1840.83240958,2282.7400405,0,null,24.83763228,23.8373862,124.1,0,0,2915154,134091779,ACTUAL,LBR,PBNDWW01,0.03,1,null,null,0.03,1,0.03,1,0.04,2+,null,null,0.04,2+,2024-12-30 10:34:20,2025-12-30 10:34:20,540134091779,134091779,null,null,null,null,null,null,null,US,null,null,2915154,null,NO,NO,NO,0.0533,2+,NO_CONSERVATISM,1.3335,N,null,null,666100_101428,PBNDWW01
666100_101513,2,ORIGINAL_IMPORT,108299,2024-09-30T00:00:00Z,108299#10963640#C,AUD,Million,Fully consolidated,IFRS,670.22906912,657.09745652,38.59943372,38.15892132,454.94879792,3.67362524,6.22053144,10.39919484,2.1653356,4.32943032,0.6204436171862882,2024-09-30T00:00:00Z,0.62044,380.2025298,654.64237544,0,null,4.60304436,4.27545204,126.6,0,0,2932147,134451724,ACTUAL,LBR,PBNDWW01,0.03,1,0.03,1,0.03,1,0.03,1,0.03,1,null,null,0.03,1,2025-02-25 14:30:00,2026-02-25 14:30:00,540134451724,134451724,null,null,null,null,null,null,null,AU,null,null,2932147,null,NO,NO,NO,0.04,1,NO_CONSERVATISM,1.3335,N,null,null,666100_101513,PBNDWW01
666100_101180,2,ORIGINAL_IMPORT,1237614,2023-12-31T00:00:00Z,1237614#10822844#C,EUR,Million,Fully consolidated,IFRS,903.573,884.446,28.188,27.318,163.945,2.811,8.105,1.844,8.754,1.236,1,2023-12-31T00:00:00Z,1,53.665,922.988,0,null,1.206,1.455,124.1,0,0,2863100,135326532,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,0.05,2,0.05,2,0.05,2,null,null,0.05,2,2024-07-26 14:28:07,2025-07-26 14:28:07,540135326532,135326532,null,null,null,null,null,null,null,FR,null,null,2863100,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101180,PBNDWW01
666100_101211,2,ORIGINAL_IMPORT,112432,2023-12-31T00:00:00Z,112432#10832675#C,EGP,Million,Fully consolidated,National accounting law,3.109938975,2.20747014,0.424845592,0.290383989,1.205837081,0.050249924,0.069871295,0.218755294,0.062223676,0.151323856,0.02928891922570055,2023-12-31T00:00:00Z,0.02929,2.465441815,1.76876452,0,null,0.070817362,0.047133468,124.1,0,0,2872688,193600749,ACTUAL,LBR,PBNEWW01,1,4,null,null,1,4,1,4,12,5-,null,null,12,5-,2024-08-29 16:00:27,2025-08-29 16:00:27,540193600749,193600749,null,null,null,null,null,null,null,EG,null,null,2872688,158914430,NO,NO,NO,15.5747,5-,NO_CONSERVATISM,1.2979,N,null,null,666100_101211,PBNEWW01
666100_101244,2,ORIGINAL_IMPORT,113985,2024-03-31T00:00:00Z,113985#10864989#C,INR,Million,Fully consolidated,National accounting law,177.768318752,166.093762128,12.337362,11.491394656,104.723986664,5.649222432,3.203558576,4.506982704,1.573592312,1.01827508,0.011117248449880358,2024-03-31T00:00:00Z,0.01112,145.614566312,148.930285656,0,null,0.373496336,0.434524008,125.3,0,0,2881674,197107699,ACTUAL,LBR,PBNEWW01,0.1,2-,0.1,2-,0.1,2-,0.1,2-,0.36,3-,null,null,0.36,3-,2024-09-25 18:06:52,2025-09-25 18:06:52,540197107699,197107699,null,null,null,null,null,null,null,IN,null,null,2881674,null,NO,NO,NO,0.4672,3-,NO_CONSERVATISM,1.2979,N,null,null,666100_101244,PBNEWW01
666100_101042,2,ORIGINAL_IMPORT,111719,2023-12-31T00:00:00Z,111719#10816221#C,HKD,Million,Fully consolidated,IFRS,54.20662632,55.16343,5.41670976,5.03591256,30.43954872,0.38126088,0.70630056,1.2478788,0.52198776,0.84401352,0.1159242203371656,2023-12-31T00:00:00Z,0.11592,45.27823608,51.90990336,0,null,0.64381968,0.55062,124.1,0,0,2854442,197213758,ACTUAL,LBR,PBNDWW01,0.05,2,0.05,2,null,null,0.05,2,0.05,2,null,null,0.05,2,2024-06-27 16:13:22,2025-06-27 16:13:22,540197213758,197213758,null,null,null,null,null,null,null,HK,null,null,2854442,159154367,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101042,PBNDWW01
666100_101239,2,ORIGINAL_IMPORT,1001347,2022-12-31T00:00:00Z,1001347#10623487#U,DZD,Million,Not consolidated,National accounting law,32.04752484,28.33292896,3.58150424,3.53283528,10.20822868,null,0.12113792,0.41508152,0.14378464,0.29679348,0.006801781332116631,2022-12-31T00:00:00Z,0.0068,25.56690928,21.45188656,0,null,0.48832772,0.46661668,120.5,0,0,2875753,134616146,ACTUAL,LBR,PBNEWW01,0.1,2-,0.1,2-,0.1,2-,0.1,2-,1.65,4-,null,null,1.65,4-,2024-09-09 13:17:27,2025-09-09 13:17:27,540134616146,134616146,null,null,null,null,null,null,null,DZ,null,null,2875753,null,NO,NO,YES,31.1494,6+,FINANCIAL_STATEMENT_OUTDATED,1.2979,N,null,null,666100_101239,PBNEWW01
666100_101634,2,ORIGINAL_IMPORT,1001148,2023-12-31T00:00:00Z,1001148#10829006#C,CHF,Million,Fully consolidated,National accounting law,56.712681092,59.461830262,4.716564558,4.534077468,39.084320536,0.211232844,0.42957138,0.49470689,0.23093499,0.182379428,1.076623278748533,2023-12-31T00:00:00Z,1.07662,30.234073488,57.566656076,0,null,0.150403814,0.130378682,124.1,0,0,2933498,2004293527,ACTUAL,LBR,PBNDWW01,0.04,2+,0.03,1,0.04,2+,0.04,2+,0.03,1,null,null,0.03,1,2025-02-28 14:32:44,2026-02-28 14:32:44,5402004293527,2004293527,null,null,null,null,null,null,null,CH,null,null,2933498,null,NO,NO,NO,0.04,1,NO_CONSERVATISM,1.3335,N,null,null,666100_101634,PBNDWW01
666100_101766,2,ORIGINAL_IMPORT,1104373,2024-12-31T00:00:00Z,1104373#10992893#C,BRL,Million,Fully consolidated,IFRS,192.843996,173.681019,18.649266,17.886483,88.124787,5.230512,4.062987,8.842056,2.64639,2.085978,0.15566516112511666,2024-12-31T00:00:00Z,0.15567,81.57108,153.412785,0,null,1.478865,2.226081,127.1,0,0,2958787,195773039,ACTUAL,LBR,PBNEWW01,0.25,3,0.25,3,0.25,3,0.25,3,1,4,null,null,1,4,2025-05-22 09:50:55,2026-05-22 09:50:55,540195773039,195773039,null,null,null,null,null,null,null,BR,null,null,2958787,134582101,NO,NO,NO,1.2979,4,NO_CONSERVATISM,1.2979,N,null,null,666100_101766,PBNEWW01
666100_101651,2,ORIGINAL_IMPORT,110706,2024-12-31T00:00:00Z,110706#10993478#C,SEK,Million,Fully consolidated,IFRS,308.82823598,308.70772992,18.32695602,17.8957171,198.944074,0.14040134,2.19956282,4.08874182,1.35130836,2.39581056,0.08726388030188066,2024-12-31T00:00:00Z,0.08726,114.36566106,301.37125816,0,null,2.54048764,1.8734722,127.1,0,0,2942272,134704355,ACTUAL,LBR,PBNDWW01,0.03,1,0.03,1,0.03,1,0.03,1,0.04,2+,null,null,0.04,2+,2025-03-28 10:38:39,2026-03-28 10:38:39,540134704355,134704355,null,null,null,null,null,null,null,SE,null,null,2942272,null,NO,NO,NO,0.0533,2+,NO_CONSERVATISM,1.3335,N,null,null,666100_101651,PBNDWW01
666100_101700,2,ORIGINAL_IMPORT,1479987,2024-12-31T00:00:00Z,1479987#11010451#C,GBP,Million,Fully consolidated,IFRS,114.6169582,109.01113995,4.62102865,4.6777506,22.23379755,0.0096548,0.60221815,0.2003371,0.9872033,0.4875674,1.2068476535864494,2024-12-31T00:00:00Z,1.20685,37.34597325,104.58441415,0,null,0.4079153,0.458603,127.1,0,0,2942870,2035958970,ACTUAL,LBR,PBNDWW01,0.03,1,null,null,0.03,1,0.03,1,0.05,2,null,null,0.05,2,2025-03-31 15:56:02,2026-03-31 15:56:02,5402035958970,2035958970,null,null,null,null,null,null,null,US,null,null,2942870,2032541831,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101700,PBNDWW01
666100_101790,2,ORIGINAL_IMPORT,107766,2024-12-31T00:00:00Z,107766#10996091#C,EUR,Million,Fully consolidated,IFRS,67.9685,68.0176,4.2925,3.8705,36.3632,0.4833,1.2041,1.2639,0.9454,0.6201,1,2024-12-31T00:00:00Z,1,39.6393,64.8182,0,null,0.5621,0.3261,127.1,0,0,2958221,2014378568,ACTUAL,LBR,PBNDWW01,0.1,2-,null,null,0.25,3,0.25,3,0.25,3,null,null,0.25,3,2025-05-21 11:35:03,2026-05-21 11:35:03,5402014378568,2014378568,null,null,null,null,null,null,null,IT,null,null,2958221,null,NO,NO,NO,0.3334,3,NO_CONSERVATISM,1.3335,N,null,null,666100_101790,PBNDWW01
666100_101234,2,ORIGINAL_IMPORT,1001213,2023-12-31T00:00:00Z,1001213#10855192#U,CHF,Million,Not consolidated,National accounting law,13.622365198,13.970328782,0.668904006,0.61744157,10.619349032,0.083545712,0.172474524,0.16041638,0.079777542,0.043818434,1.076623278748533,2023-12-31T00:00:00Z,1.07662,8.575493624,14.229901864,0,null,0.028207444,0.038435334,124.1,0,0,2872699,199947457,ACTUAL,LBR,PBNDWW01,0.04,2+,null,null,0.05,2,0.05,2,0.05,2,null,null,0.05,2,2024-08-29 11:01:35,2025-08-29 11:01:35,540199947457,199947457,null,null,null,null,null,null,null,CH,null,null,2872699,194567710,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101234,PBNDWW01
666100_101314,2,ORIGINAL_IMPORT,1004944,2023-12-31T00:00:00Z,1004944#10860325#U,EUR,Million,Not consolidated,National accounting law,85.303,66.618,12.955,8.987,18.357,0.018,0.829,-0.131,1.843,0.599,1,2023-12-31T00:00:00Z,1,33.862,55.112,0,null,0.346,0.377,124.1,0,0,2888685,2027148787,ACTUAL,LBR,PBNDWW01,0.03,1,null,null,0.03,1,0.03,1,0.04,2+,null,null,0.04,2+,2024-10-18 09:57:19,2025-10-18 09:57:19,5402027148787,2027148787,null,null,null,null,null,null,null,DE,null,null,2888685,195535189,NO,NO,NO,0.0667,2+,NO_CONSERVATISM,1.3335,Y,null,null,666100_101314,PBNDWW01
666100_101045,2,ORIGINAL_IMPORT,107461,2023-12-31T00:00:00Z,107461#10823620#C,PHP,Million,Fully consolidated,IFRS,73.20975735,66.6214758,8.4783579,7.54482195,45.2605932,1.3592409,1.84913595,3.0507465,0.6553734,1.202706,0.016354196572700083,2023-12-31T00:00:00Z,0.01635,58.03512615,59.24829615,0,null,0.9357759,0.70067925,124.1,0,0,2854445,194567699,ACTUAL,LBR,PBNEWW01,0.16,3+,0.16,3+,null,null,0.16,3+,0.36,3-,null,null,0.36,3-,2024-06-27 09:51:35,2025-06-27 09:51:35,540194567699,194567699,null,null,null,null,null,null,null,PH,null,null,2854445,null,NO,NO,NO,0.4672,3-,NO_CONSERVATISM,1.2979,N,null,null,666100_101045,PBNEWW01
