DeliveryEntity,ReportingDate,CounterpartyID,CounterpartySourceSystemIdentifier,GlobalCounterpartyIdentifier,SourcedExemptionId,PDModelCode,LastPerformingPDModelCode,IntercompanyFlag,BaselCreditRiskApproach,ExemptionConditionId,ExemptionId,ExemptionName,ExemptionType,DeliveryEntity,ReportingDate,CounterpartyID,CounterpartySourceSystemIdentifier,GlobalCounterpartyIdentifier,SourcedExemptionId,PDModelCode,LastPerformingPDModelCode,IntercompanyFlag,BaselCreditRiskApproach,ExemptionConditionIdRC,ExemptionIdRC,ExemptionNameRC,ExemptionTypeRC
FBS,2025-05-31,BCA2068447797,AAB.SYS.1861,000786848944,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068447797,AAB.SYS.1861,000786848944,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068552809,AAB.SYS.1861,000786479752,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068552809,AAB.SYS.1861,000786479752,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068700557,AAB.SYS.1861,000786767227,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068700557,AAB.SYS.1861,000786767227,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068712261,AAB.SYS.1861,000786559055,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068712261,AAB.SYS.1861,000786559055,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068727838,AAB.SYS.1861,000786577495,null,AA_NONE,null,null,FIRB,1514,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068727838,AAB.SYS.1861,000786577495,null,AA_NONE,null,null,FIRB,1514.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068728508,AAB.SYS.1861,000786577592,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068728508,AAB.SYS.1861,000786577592,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068728664,AAB.SYS.1861,000786577614,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068728664,AAB.SYS.1861,000786577614,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068729210,AAB.SYS.1861,000786577711,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068729210,AAB.SYS.1861,000786577711,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068734907,AAB.SYS.1861,000783983689,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068734907,AAB.SYS.1861,000783983689,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068773074,AAB.SYS.1861,000786870117,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068773074,AAB.SYS.1861,000786870117,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068804042,AAB.SYS.1861,000787488895,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068804042,AAB.SYS.1861,000787488895,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068813742,AAB.SYS.1861,000760736022,null,PMBOWW03,PMBOWW03,null,SA,354,MBO/MBI,Mangement Buy out / Buy In deal,P,FBS,2025-05-31,BCA2068813742,AAB.SYS.1861,000760736022,null,PMBOWW03,PMBOWW03,null,SA,354.0,MBO/MBI,Mangement Buy out / Buy In deal,T
FBS,2025-05-31,BCA206886527,AAB.SYS.1861,000244625549,null,PSOVWW06,null,null,SA,472,NPL_PPU_SOV,PPU3_Sovereign,P,FBS,2025-05-31,BCA206886527,AAB.SYS.1861,000244625549,null,PSOVWW06,null,null,SA,472.0,NPL_PPU_SOV,PPU3_Sovereign,T
FBS,2025-05-31,BCA2068891069,AAB.SYS.1861,000790291843,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068891069,AAB.SYS.1861,000790291843,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068892715,AAB.SYS.1861,000790958368,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068892715,AAB.SYS.1861,000790958368,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068936321,AAB.SYS.1861,000790858398,null,AA_NONE,null,null,FIRB,1519,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068936321,AAB.SYS.1861,000790858398,null,AA_NONE,null,null,FIRB,1519.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069182363,AAB.SYS.1861,000790987937,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069182363,AAB.SYS.1861,000790987937,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069198693,AAB.SYS.1861,000791062759,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069198693,AAB.SYS.1861,000791062759,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069322068,AAB.SYS.1861,000142389536,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2069322068,AAB.SYS.1861,000142389536,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2069344975,AAB.SYS.1861,000791252752,null,AA_NONE,null,null,FIRB,1519,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069344975,AAB.SYS.1861,000791252752,null,AA_NONE,null,null,FIRB,1519.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069411265,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2069411265,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2069412768,AAB.SYS.1861,000767008030,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069412768,AAB.SYS.1861,000767008030,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069412806,AAB.SYS.1861,000767008030,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069412806,AAB.SYS.1861,000767008030,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069412903,AAB.SYS.1861,000767008030,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069412903,AAB.SYS.1861,000767008030,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069516121,AAB.SYS.1861,000791289834,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069516121,AAB.SYS.1861,000791289834,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069546411,AAB.SYS.1861,000791316807,null,PFSIWW05,PFSIWW05,null,FIRB,1200,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA2069546411,AAB.SYS.1861,000791316807,null,PFSIWW05,PFSIWW05,null,FIRB,1200.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA2069759415,AAB.SYS.1861,000773802584,null,PMBOWW03,PMBOWW03,null,SA,354,MBO/MBI,Mangement Buy out / Buy In deal,P,FBS,2025-05-31,BCA2069759415,AAB.SYS.1861,000773802584,null,PMBOWW03,PMBOWW03,null,SA,354.0,MBO/MBI,Mangement Buy out / Buy In deal,T
FBS,2025-05-31,BCA2069964442,AAB.SYS.1861,000791653420,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069964442,AAB.SYS.1861,000791653420,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070033562,AAB.SYS.1861,000791698904,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070033562,AAB.SYS.1861,000791698904,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070261786,AAB.SYS.1861,000791921719,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070261786,AAB.SYS.1861,000791921719,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070403076,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2070403076,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2070418715,AAB.SYS.1861,000792117646,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070418715,AAB.SYS.1861,000792117646,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070422631,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2070422631,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2070448916,AAB.SYS.1861,000748914501,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070448916,AAB.SYS.1861,000748914501,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070514048,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2070514048,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2070608182,AAB.SYS.1861,000792463331,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070608182,AAB.SYS.1861,000792463331,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070639061,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2070639061,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2070675211,AAB.SYS.1861,000792453727,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070675211,AAB.SYS.1861,000792453727,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070683273,AAB.SYS.1861,000792453719,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070683273,AAB.SYS.1861,000792453719,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070792315,AAB.SYS.1861,000792559223,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070792315,AAB.SYS.1861,000792559223,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070802620,AAB.SYS.1861,000792612566,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070802620,AAB.SYS.1861,000792612566,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070802930,AAB.SYS.1861,000792612604,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070802930,AAB.SYS.1861,000792612604,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070812006,AAB.SYS.1861,000792613236,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070812006,AAB.SYS.1861,000792613236,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070812286,AAB.SYS.1861,000792558200,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070812286,AAB.SYS.1861,000792558200,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070960811,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2070960811,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2070967581,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2070967581,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2070999599,AAB.SYS.1861,000792780329,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070999599,AAB.SYS.1861,000792780329,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070999653,AAB.SYS.1861,000792780337,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070999653,AAB.SYS.1861,000792780337,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2071192362,AAB.SYS.1861,000767008030,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2071192362,AAB.SYS.1861,000767008030,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2071297725,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2071297725,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2071302540,AAB.SYS.1861,000792990692,null,AA_NONE,null,null,FIRB,1519,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2071302540,AAB.SYS.1861,000792990692,null,AA_NONE,null,null,FIRB,1519.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2071349830,AAB.SYS.1861,000793173078,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2071349830,AAB.SYS.1861,000793173078,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2071472772,AAB.SYS.1861,000245744657,null,PICOWW01,PICOWW01,N,FIRB,1851,PICOWW01_ECFOU,PPU3_Commercial Banks PD PICO F-IRB,P,FBS,2025-05-31,BCA2071472772,AAB.SYS.1861,000245744657,null,PICOWW01,PICOWW01,N,FIRB,1851.0,PICOWW01_ECFOU,PPU3_Commercial Banks PD PICO F-IRB,T
FBS,2025-05-31,BCA207151059,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA207151059,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2071525205,AAB.SYS.1861,000793019524,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2071525205,AAB.SYS.1861,000793019524,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2071781090,AAB.SYS.1861,000767008030,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2071781090,AAB.SYS.1861,000767008030,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2071897404,AAB.SYS.1861,null,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2071897404,AAB.SYS.1861,null,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA207226350,AAB.SYS.1861,000142456640,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA207226350,AAB.SYS.1861,000142456640,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA207468346,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA207468346,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA207487936,AAB.SYS.1861,000146911369,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA207487936,AAB.SYS.1861,000146911369,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA207496277,AAB.SYS.1861,000245744657,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA207496277,AAB.SYS.1861,000245744657,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA207878676,AAB.SYS.1861,000765254441,null,PGSSWW06,PGSSWW06,null,SA,471,NPL_PPU_SOV,PPU3_Sovereign,P,FBS,2025-05-31,BCA207878676,AAB.SYS.1861,000765254441,null,PGSSWW06,PGSSWW06,null,SA,471.0,NPL_PPU_SOV,PPU3_Sovereign,T
FBS,2025-05-31,BCA207976244,AAB.SYS.1861,000143838520,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,P,FBS,2025-05-31,BCA207976244,AAB.SYS.1861,000143838520,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560.0,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,T
FBS,2025-05-31,BCA207978638,AAB.SYS.1861,000137821891,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,P,FBS,2025-05-31,BCA207978638,AAB.SYS.1861,000137821891,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560.0,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,T
FBS,2025-05-31,BCA207998299,AAB.SYS.1861,000147110246,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,P,FBS,2025-05-31,BCA207998299,AAB.SYS.1861,000147110246,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560.0,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,T
FBS,2025-05-31,BCA208002235,AAB.SYS.1861,000243135033,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,P,FBS,2025-05-31,BCA208002235,AAB.SYS.1861,000243135033,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560.0,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,T
FBS,2025-05-31,BCA208628533,AAB.SYS.1861,000245744657,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA208628533,AAB.SYS.1861,000245744657,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA208721401,AAB.SYS.1861,000147243378,null,PFSIWW05,PFSIWW05,null,FIRB,1187,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA208721401,AAB.SYS.1861,000147243378,null,PFSIWW05,PFSIWW05,null,FIRB,1187.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA208781145,AAB.SYS.1861,000147249902,null,PFSIWW05,PFSIWW05,null,FIRB,1187,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA208781145,AAB.SYS.1861,000147249902,null,PFSIWW05,PFSIWW05,null,FIRB,1187.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA208782117,AAB.SYS.1861,000147253136,null,PFSIWW05,PFSIWW05,null,FIRB,1187,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA208782117,AAB.SYS.1861,000147253136,null,PFSIWW05,PFSIWW05,null,FIRB,1187.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA208949410,AAB.SYS.1861,000245131701,null,AA_NONE,null,null,FIRB,1512,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA208949410,AAB.SYS.1861,000245131701,null,AA_NONE,null,null,FIRB,1512.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA209051299,AAB.SYS.1861,000633753238,null,PSOVWW06,null,null,SA,472,NPL_PPU_SOV,PPU3_Sovereign,P,FBS,2025-05-31,BCA209051299,AAB.SYS.1861,000633753238,null,PSOVWW06,null,null,SA,472.0,NPL_PPU_SOV,PPU3_Sovereign,T
FBS,2025-05-31,BCA209099054,AAB.SYS.1861,000633761494,LC_ABOVE_500MLN,AA_NONE,null,null,FIRB,1560,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,P,FBS,2025-05-31,BCA209099054,AAB.SYS.1861,000633761494,LC_ABOVE_500MLN,AA_NONE,null,null,FIRB,1560.0,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,T
FBS,2025-05-31,BCA209131373,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209131373,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209135344,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209135344,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209136618,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209136618,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209137371,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209137371,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209137754,AAB.SYS.1861,000245744657,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209137754,AAB.SYS.1861,000245744657,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209434201,AAB.SYS.1861,000634093835,null,PBNDWW01,PBNDWW01,null,FIRB,1171,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA209434201,AAB.SYS.1861,000634093835,null,PBNDWW01,PBNDWW01,null,FIRB,1171.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA209434848,AAB.SYS.1861,000346060508,LC_ABOVE_500MLN,PBNDWW01,PBNDWW01,null,FIRB,1158,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA209434848,AAB.SYS.1861,000346060508,LC_ABOVE_500MLN,PBNDWW01,PBNDWW01,null,FIRB,1158.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA209437367,AAB.SYS.1861,000634091298,null,PIBKWW08,PIBKWW08,null,FIRB,1225,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA209437367,AAB.SYS.1861,000634091298,null,PIBKWW08,PIBKWW08,null,FIRB,1225.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA209445629,AAB.SYS.1861,000634101943,LC_ABOVE_500MLN,AA_NONE,null,null,FIRB,1512,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA209445629,AAB.SYS.1861,000634101943,LC_ABOVE_500MLN,AA_NONE,null,null,FIRB,1512.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA209449756,AAB.SYS.1861,000357354583,null,AA_NONE,null,null,FIRB,1512,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA209449756,AAB.SYS.1861,000357354583,null,AA_NONE,null,null,FIRB,1512.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA209452668,AAB.SYS.1861,000634095765,null,PBNDWW01,PBNDWW01,null,FIRB,1158,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA209452668,AAB.SYS.1861,000634095765,null,PBNDWW01,PBNDWW01,null,FIRB,1158.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA209461918,AAB.SYS.1861,000374598029,null,PLCRWW04,PLCRWW04,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA209461918,AAB.SYS.1861,000374598029,null,PLCRWW04,PLCRWW04,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA209462620,AAB.SYS.1861,000357571495,null,AA_NONE,null,null,FIRB,1512,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA209462620,AAB.SYS.1861,000357571495,null,AA_NONE,null,null,FIRB,1512.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA209465069,AAB.SYS.1861,000634095374,null,PBNDWW01,PBNDWW01,null,FIRB,1158,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA209465069,AAB.SYS.1861,000634095374,null,PBNDWW01,PBNDWW01,null,FIRB,1158.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA209481714,AAB.SYS.1861,000246341475,null,PBNDWW01,PBNDWW01,null,FIRB,1145,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA209481714,AAB.SYS.1861,000246341475,null,PBNDWW01,PBNDWW01,null,FIRB,1145.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA209487909,AAB.SYS.1861,000246399759,LC_ABOVE_500MLN,AA_NONE,null,null,FIRB,1512,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA209487909,AAB.SYS.1861,000246399759,LC_ABOVE_500MLN,AA_NONE,null,null,FIRB,1512.0,Article_151_8,Article_151_8,T
