XPK_COUNTERPARTY,FK_DATA,OWNERSHIP,COI,UNIT,SOURCE_SYSTEM,FULL_NAME,TOTAL_ASSETS,TOTAL_ASSETS_CURRENCY,TOTAL_TURNOVER,TOTAL_TURNOVER_CURRENCY
2891242,2891242,AAB,null,CIB Corporate Lendin,FAIR,null,3.91679E8,EUR,9.14342E8,EUR
2891239,2891239,AAB,null,CIB Corporate Lendin,FAIR,null,3.91679E8,EUR,9.14342E8,EUR
2891241,2891241,AAB,null,CIB Corporate Lendin,FAIR,null,3.91679E8,EUR,9.14342E8,EUR
2891244,2891244,AAB,null,CIB Corporate Lendin,FAIR,null,3.91679E8,EUR,9.14342E8,EUR
2891246,2891246,AAB,null,CIB Corporate Lendin,FAIR,null,3.91679E8,EUR,9.14342E8,EUR
2958318,2958318,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2958316,2958316,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2958319,2958319,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2958314,2958314,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2958315,2958315,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2958317,2958317,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2886137,2886137,AAB,null,CBC Business Service,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2746740,2746740,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2746745,2746745,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2896106,2896106,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2896105,2896105,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2746738,2746738,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2896101,2896101,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2896103,2896103,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2746741,2746741,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2746742,2746742,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2896100,2896100,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2896104,2896104,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2746749,2746749,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2896102,2896102,AAB,null,CIB Corporate Lendin,FAIR,null,2.46251E8,EUR,3.59514E8,EUR
2948041,2948041,AAB,null,CIB CFB T&L Transpor,FAIR,null,6.43446386999589E8,EUR,3.70460583375177E8,EUR
2819263,2819263,AAB,null,CIB CFB T&L Transpor,FAIR,null,6.43446386999589E8,EUR,3.70460583375177E8,EUR
2867267,2867267,AAB,null,CIB CFB T&L Transpor,FAIR,null,6.43446386999589E8,EUR,3.70460583375177E8,EUR
2846484,2846484,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4445258776692E9,EUR,2.63043792978646E8,EUR
2846480,2846480,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4445258776692E9,EUR,2.63043792978646E8,EUR
2846485,2846485,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4445258776692E9,EUR,2.63043792978646E8,EUR
2846489,2846489,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4445258776692E9,EUR,2.63043792978646E8,EUR
2845034,2845034,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4445258776692E9,EUR,2.63043792978646E8,EUR
2846490,2846490,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4445258776692E9,EUR,2.63043792978646E8,EUR
2851399,2851399,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851435,2851435,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2812426,2812426,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851408,2851408,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851474,2851474,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851462,2851462,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851458,2851458,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851455,2851455,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851475,2851475,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851456,2851456,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851451,2851451,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851430,2851430,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851424,2851424,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851431,2851431,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851423,2851423,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851428,2851428,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851406,2851406,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851407,2851407,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851472,2851472,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851412,2851412,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851465,2851465,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2851416,2851416,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.4086878127065E9,EUR,5.29175870858114E8,EUR
2915552,2915552,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2924182,2924182,AAB,null,CIB Corporate Lendin,FAIR,null,1.13473E8,EUR,2.13605E8,EUR
2924181,2924181,AAB,null,CIB Corporate Lendin,FAIR,null,1.13473E8,EUR,2.13605E8,EUR
2924183,2924183,AAB,null,CIB Corporate Lendin,FAIR,null,1.13473E8,EUR,2.13605E8,EUR
2924184,2924184,AAB,null,CIB Corporate Lendin,FAIR,null,1.13473E8,EUR,2.13605E8,EUR
2881463,2881463,AAB,null,CIB Corporate Lendin,FAIR,null,1.13473E8,EUR,2.13605E8,EUR
2936889,2936889,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.8468422005067E8,EUR,4.20376402461093E7,EUR
2936891,2936891,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.8468422005067E8,EUR,4.20376402461093E7,EUR
2936897,2936897,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.8468422005067E8,EUR,4.20376402461093E7,EUR
2920991,2920991,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2921000,2921000,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2951853,2951853,AAB,null,CIB NR BM Chemicals ,FAIR,null,6.792E9,EUR,2.933E9,EUR
2894622,2894622,AAB,null,CIB CFB T&L Transpor,FAIR,null,null,EUR,null,EUR
2942875,2942875,AAB,null,CIB CFB T&L Transpor,FAIR,null,null,EUR,null,EUR
2850702,2850702,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2875224,2875224,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2878319,2878319,AAB,null,Bedrijven Regio Zuid,FAIR,null,1.543E7,EUR,2.6368E7,EUR
2877030,2877030,AAB,null,CIB Corporate Lendin,FAIR,null,4.0293E10,EUR,2.7694E10,EUR
2743612,2743612,AAB,null,CIB Corporate Lendin,FAIR,null,4.0293E10,EUR,2.7694E10,EUR
2884126,2884126,AAB,null,CIB Corporate Lendin,FAIR,null,4.0293E10,EUR,2.7694E10,EUR
2743615,2743615,AAB,null,CIB Corporate Lendin,FAIR,null,4.0293E10,EUR,2.7694E10,EUR
2894405,2894405,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2834418,2834418,AAB,null,ABN AMRO Commercial ,FAIR,null,6.912E7,EUR,1.64129E8,EUR
2897501,2897501,AAB,null,CIB Corporate Lendin,FAIR,null,5.4578E7,EUR,8.8669E7,EUR
2910951,2910951,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811472,2811472,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811473,2811473,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811467,2811467,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811478,2811478,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811468,2811468,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811474,2811474,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811470,2811470,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811469,2811469,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811475,2811475,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811471,2811471,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2811477,2811477,AAB,null,CIB Corporate Lendin,FAIR,null,1.19724E8,EUR,2.00242E8,EUR
2912383,2912383,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2912384,2912384,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2912385,2912385,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2892114,2892114,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2888287,2888287,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2888276,2888276,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2888296,2888296,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2888303,2888303,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2888301,2888301,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2888298,2888298,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2892126,2892126,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2887476,2887476,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2888295,2888295,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2888313,2888313,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2887948,2887948,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2887399,2887399,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2887381,2887381,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2887460,2887460,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2887773,2887773,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2887259,2887259,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2887362,2887362,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2888293,2888293,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2887263,2887263,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2759543,2759543,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2759549,2759549,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2887450,2887450,AAB,null,CIB Corporate Lendin,FAIR,null,3.823989E9,EUR,3.377782E9,EUR
2813087,2813087,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2845351,2845351,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2845623,2845623,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2942852,2942852,AAB,null,Bedrijven Regio Noor,FAIR,null,1.19193E8,EUR,4.05072E8,EUR
2942854,2942854,AAB,null,CIB Corporate Lendin,FAIR,null,1.19193E8,EUR,4.05072E8,EUR
2942853,2942853,AAB,null,CIB Corporate Lendin,FAIR,null,1.19193E8,EUR,4.05072E8,EUR
2934694,2934694,AAB,null,CIB Corporate Lendin,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2937998,2937998,AAB,null,CIB Corporate Lendin,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2937999,2937999,AAB,null,CIB Corporate Lendin,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2938001,2938001,AAB,null,CIB Corporate Lendin,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2923502,2923502,AAB,null,CBC Transport&Logist,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2923148,2923148,AAB,null,CBC Transport&Logist,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2923144,2923144,AAB,null,CIB Corporate Lendin,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2938004,2938004,AAB,null,CIB Corporate Lendin,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2938002,2938002,AAB,null,CIB Corporate Lendin,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2938000,2938000,AAB,null,CIB Corporate Lendin,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2938003,2938003,AAB,null,CIB Corporate Lendin,FAIR,null,3.19437E8,EUR,1.84308E8,EUR
2755240,2755240,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2902291,2902291,AAB,null,Bedrijven Regio Noor,FAIR,null,2.66982E9,EUR,2.845217E9,EUR
2902745,2902745,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2915076,2915076,AAB,null,CIB CFB T&L Transpor,FAIR,null,null,EUR,null,EUR
2915080,2915080,AAB,null,CIB CFB T&L Transpor,FAIR,null,null,EUR,null,EUR
2915085,2915085,AAB,null,CIB CFB T&L Transpor,FAIR,null,null,EUR,null,EUR
2915081,2915081,AAB,null,CIB CFB T&L Transpor,FAIR,null,null,EUR,null,EUR
2912085,2912085,AAB,null,ID&JG Belgium,FAIR,null,1.15997104596453E8,EUR,3.25692182410423E8,EUR
2941245,2941245,AAB,null,CBC Leisure,FAIR,null,7.5145E7,EUR,2.9944E7,EUR
2902747,2902747,AAB,null,CBC Transport&Logist,FAIR,null,null,EUR,null,EUR
2902748,2902748,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2902746,2902746,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2881783,2881783,AAB,null,CBC Transport&Logist,FAIR,null,null,EUR,null,EUR
2902749,2902749,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2883017,2883017,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2946214,2946214,AAB,null,CIB Corporate Lendin,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2946210,2946210,AAB,null,CIB Corporate Lendin,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2946213,2946213,AAB,null,CIB Corporate Lendin,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2946209,2946209,AAB,null,CIB Corporate Lendin,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2946212,2946212,AAB,null,CIB Corporate Lendin,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2797568,2797568,AAB,null,CBC Manufacturing,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2797569,2797569,AAB,null,CBC Manufacturing,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2891638,2891638,AAB,null,CIB Corporate Lendin,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2891642,2891642,AAB,null,CIB Corporate Lendin,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2797581,2797581,AAB,null,CBC Manufacturing,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2946211,2946211,AAB,null,CIB Corporate Lendin,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2725310,2725310,AAB,null,CBC Manufacturing,FAIR,null,5.069E7,EUR,9.1079E7,EUR
2853779,2853779,AAB,null,CIB SF Project Finan,FAIR,null,null,EUR,null,EUR
2853778,2853778,AAB,null,CIB SF Project Finan,FAIR,null,null,EUR,null,EUR
2819440,2819440,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2819442,2819442,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2819441,2819441,AAB,null,CBC Transport&Logist,FAIR,null,null,EUR,null,EUR
2819444,2819444,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2891508,2891508,AAB,null,CIB Corporate Lendin,FAIR,null,2.71844010133912E8,EUR,1.05235251538183E8,EUR
2836458,2836458,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.59722041259501E9,EUR,4.42347086500181E8,EUR
2836463,2836463,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.59722041259501E9,EUR,4.42347086500181E8,EUR
2757693,2757693,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.59722041259501E9,EUR,4.42347086500181E8,EUR
2757692,2757692,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.59722041259501E9,EUR,4.42347086500181E8,EUR
2915414,2915414,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2915415,2915415,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2882979,2882979,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2894410,2894410,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2952877,2952877,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2952878,2952878,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2845321,2845321,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2855389,2855389,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2933508,2933508,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2855708,2855708,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2845455,2845455,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2905156,2905156,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2828637,2828637,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2933885,2933885,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2842179,2842179,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2842198,2842198,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2842205,2842205,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2842207,2842207,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2842212,2842212,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2842216,2842216,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859928,2859928,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859923,2859923,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2844710,2844710,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859926,2859926,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859922,2859922,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859927,2859927,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2844723,2844723,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859924,2859924,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2844724,2844724,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2844711,2844711,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2844614,2844614,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859960,2859960,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859966,2859966,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2817199,2817199,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859965,2859965,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859953,2859953,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859970,2859970,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859958,2859958,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859962,2859962,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859964,2859964,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859955,2859955,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859954,2859954,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859963,2859963,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2859956,2859956,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2926249,2926249,AAB,null,CIB CFB T&L Transpor,FAIR,null,2.74000633369526E9,EUR,8.58911509229099E8,EUR
2882323,2882323,AAB,null,CIB CFB T&L Transpor,FAIR,null,1.637557E9,EUR,1.649028E9,EUR
2719108,2719108,AAB,null,CIB CFB T&L Transpor,FAIR,null,4.39721740759826E8,EUR,7.55665901531831E7,EUR
2952781,2952781,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2882980,2882980,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2854906,2854906,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2859261,2859261,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2773660,2773660,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773645,2773645,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773654,2773654,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773650,2773650,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773647,2773647,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773656,2773656,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773655,2773655,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773648,2773648,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773646,2773646,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773652,2773652,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773662,2773662,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773664,2773664,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773659,2773659,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773649,2773649,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773663,2773663,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773644,2773644,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773661,2773661,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773665,2773665,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773658,2773658,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773657,2773657,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2773651,2773651,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2886218,2886218,AAB,null,CIB CFB T&L Transpor,FAIR,null,null,EUR,null,EUR
2938107,2938107,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2904602,2904602,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2904605,2904605,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2939239,2939239,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2939238,2939238,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2917663,2917663,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2917664,2917664,AAB,null,CIB Corporate Lendin,FAIR,null,null,EUR,null,EUR
2867757,2867757,AAB,null,CIB NR Energy EMEA,FAIR,null,1.2865E10,EUR,1.1874E10,EUR
2928263,2928263,AAB,null,CIB NR BM Chemicals ,FAIR,null,1.2865E10,EUR,1.1874E10,EUR
2928261,2928261,AAB,null,CIB NR BM Chemicals ,FAIR,null,1.2865E10,EUR,1.1874E10,EUR
2928255,2928255,AAB,null,CIB NR BM Chemicals ,FAIR,null,1.2865E10,EUR,1.1874E10,EUR
2928265,2928265,AAB,null,CIB NR BM Chemicals ,FAIR,null,1.2865E10,EUR,1.1874E10,EUR
